pair_id,label,ground_truth,frgp,which_hand,subject1,subject2,img1_path,img2_path,s1_age,s1_gender,s1_race,s2_age,s2_gender,s2_race
G_2395_frgp14,genuine,A,14,left,00002395,00002395,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002395_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002395_R_1000_slap_14.png,35,female,white,35,female,white
I_00002330_00002303_frgp14,impostor,B,14,left,00002330,00002303,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_14.png,36,male,asian,28,female,other
G_2357_frgp14,genuine,A,14,left,00002357,00002357,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002357_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002357_R_1000_slap_14.png,48,female,white,48,female,white
I_00002330_00002328_frgp14,impostor,B,14,left,00002330,00002328,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002328_R_500_slap_14.png,36,male,asian,35,female,no answer
I_00002304_00002375_frgp13,impostor,B,13,right,00002304,00002375,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002375_R_500_slap_13.png,37,male,white,42,female,african american
I_00002330_00002353_frgp14,impostor,B,14,left,00002330,00002353,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002353_R_500_slap_14.png,36,male,asian,40,female,african american
I_00002304_00002356_frgp13,impostor,B,13,right,00002304,00002356,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002356_R_500_slap_13.png,37,male,white,48,male,white
G_2303_frgp14,genuine,A,14,left,00002303,00002303,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002303_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002303_R_1000_slap_14.png,28,female,other,28,female,other
G_2341_frgp14,genuine,A,14,left,00002341,00002341,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002341_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002341_R_1000_slap_14.png,43,female,white,43,female,white
I_00002330_00002321_frgp14,impostor,B,14,left,00002330,00002321,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002321_R_500_slap_14.png,36,male,asian,44,female,white
I_00002330_00002344_frgp14,impostor,B,14,left,00002330,00002344,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002344_R_500_slap_14.png,36,male,asian,47,male,african american
G_2424_frgp13,genuine,A,13,right,00002424,00002424,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002424_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002424_R_1000_slap_13.png,37,female,white,37,female,white
G_2330_frgp14,genuine,A,14,left,00002330,00002330,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002330_R_1000_slap_14.png,36,male,asian,36,male,asian
G_2353_frgp14,genuine,A,14,left,00002353,00002353,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002353_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002353_R_1000_slap_14.png,40,female,african american,40,female,african american
I_00002304_00002418_frgp13,impostor,B,13,right,00002304,00002418,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002418_R_500_slap_13.png,37,male,white,36,female,white
G_2376_frgp14,genuine,A,14,left,00002376,00002376,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002376_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002376_R_1000_slap_14.png,60,male,white,60,male,white
G_2415_frgp13,genuine,A,13,right,00002415,00002415,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002415_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002415_R_1000_slap_13.png,57,female,white,57,female,white
I_00002304_00002374_frgp13,impostor,B,13,right,00002304,00002374,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002374_R_500_slap_13.png,37,male,white,37,male,white
I_00002330_00002403_frgp14,impostor,B,14,left,00002330,00002403,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002403_R_500_slap_14.png,36,male,asian,52,female,african american
G_2328_frgp13,genuine,A,13,right,00002328,00002328,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002328_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002328_R_1000_slap_13.png,35,female,no answer,35,female,no answer
I_00002330_00002307_frgp14,impostor,B,14,left,00002330,00002307,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002307_R_500_slap_14.png,36,male,asian,45,female,african american
I_00002304_00002401_frgp13,impostor,B,13,right,00002304,00002401,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002401_R_500_slap_13.png,37,male,white,45,female,white
G_2334_frgp14,genuine,A,14,left,00002334,00002334,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002334_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002334_R_1000_slap_14.png,51,female,white,51,female,white
I_00002330_00002413_frgp14,impostor,B,14,left,00002330,00002413,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002413_R_500_slap_14.png,36,male,asian,37,female,white
G_2340_frgp13,genuine,A,13,right,00002340,00002340,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002340_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002340_R_1000_slap_13.png,52,female,white,52,female,white
G_2369_frgp13,genuine,A,13,right,00002369,00002369,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002369_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002369_R_1000_slap_13.png,36,female,white,36,female,white
I_00002330_00002462_frgp14,impostor,B,14,left,00002330,00002462,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002462_R_500_slap_14.png,36,male,asian,32,male,other
I_00002330_00002415_frgp14,impostor,B,14,left,00002330,00002415,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002415_R_500_slap_14.png,36,male,asian,57,female,white
G_2370_frgp14,genuine,A,14,left,00002370,00002370,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002370_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002370_R_1000_slap_14.png,34,female,white,34,female,white
I_00002304_00002373_frgp13,impostor,B,13,right,00002304,00002373,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002373_R_500_slap_13.png,37,male,white,24,male,white
I_00002330_00002405_frgp14,impostor,B,14,left,00002330,00002405,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002405_R_500_slap_14.png,36,male,asian,27,male,asian
I_00002330_00002340_frgp14,impostor,B,14,left,00002330,00002340,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002340_R_500_slap_14.png,36,male,asian,52,female,white
G_2329_frgp14,genuine,A,14,left,00002329,00002329,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002329_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002329_R_1000_slap_14.png,39,male,african american,39,male,african american
I_00002330_00002364_frgp14,impostor,B,14,left,00002330,00002364,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002364_R_500_slap_14.png,36,male,asian,33,female,white
I_00002304_00002403_frgp13,impostor,B,13,right,00002304,00002403,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002403_R_500_slap_13.png,37,male,white,52,female,african american
I_00002330_00002360_frgp14,impostor,B,14,left,00002330,00002360,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002360_R_500_slap_14.png,36,male,asian,18,male,white
G_2356_frgp14,genuine,A,14,left,00002356,00002356,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002356_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002356_R_1000_slap_14.png,48,male,white,48,male,white
G_2463_frgp13,genuine,A,13,right,00002463,00002463,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002463_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002463_R_1000_slap_13.png,52,female,asian,52,female,asian
I_00002304_00002364_frgp13,impostor,B,13,right,00002304,00002364,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002364_R_500_slap_13.png,37,male,white,33,female,white
G_2391_frgp14,genuine,A,14,left,00002391,00002391,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002391_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002391_R_1000_slap_14.png,48,male,asian,48,male,asian
I_00002304_00002391_frgp13,impostor,B,13,right,00002304,00002391,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002391_R_500_slap_13.png,37,male,white,48,male,asian
G_2406_frgp14,genuine,A,14,left,00002406,00002406,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002406_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002406_R_1000_slap_14.png,35,male,white,35,male,white
I_00002330_00002399_frgp14,impostor,B,14,left,00002330,00002399,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002399_R_500_slap_14.png,36,male,asian,49,female,white
G_2358_frgp13,genuine,A,13,right,00002358,00002358,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002358_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002358_R_1000_slap_13.png,58,female,white,58,female,white
I_00002304_00002392_frgp13,impostor,B,13,right,00002304,00002392,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002392_R_500_slap_13.png,37,male,white,45,male,white
I_00002304_00002394_frgp13,impostor,B,13,right,00002304,00002394,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002394_R_500_slap_13.png,37,male,white,41,male,white
G_2312_frgp13,genuine,A,13,right,00002312,00002312,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002312_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002312_R_1000_slap_13.png,57,female,white,57,female,white
I_00002304_00002349_frgp13,impostor,B,13,right,00002304,00002349,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002349_R_500_slap_13.png,37,male,white,65,male,white
G_2340_frgp14,genuine,A,14,left,00002340,00002340,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002340_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002340_R_1000_slap_14.png,52,female,white,52,female,white
I_00002330_00002341_frgp14,impostor,B,14,left,00002330,00002341,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002341_R_500_slap_14.png,36,male,asian,43,female,white
G_2313_frgp14,genuine,A,14,left,00002313,00002313,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002313_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002313_R_1000_slap_14.png,43,male,african american,43,male,african american
I_00002330_00002332_frgp14,impostor,B,14,left,00002330,00002332,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002332_R_500_slap_14.png,36,male,asian,53,female,white
G_2344_frgp14,genuine,A,14,left,00002344,00002344,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002344_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002344_R_1000_slap_14.png,47,male,african american,47,male,african american
G_2375_frgp14,genuine,A,14,left,00002375,00002375,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002375_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002375_R_1000_slap_14.png,42,female,african american,42,female,african american
I_00002304_00002340_frgp13,impostor,B,13,right,00002304,00002340,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002340_R_500_slap_13.png,37,male,white,52,female,white
G_2392_frgp13,genuine,A,13,right,00002392,00002392,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002392_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002392_R_1000_slap_13.png,45,male,white,45,male,white
G_2402_frgp14,genuine,A,14,left,00002402,00002402,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002402_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002402_R_1000_slap_14.png,44,female,african american,44,female,african american
I_00002330_00002408_frgp14,impostor,B,14,left,00002330,00002408,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002408_R_500_slap_14.png,36,male,asian,59,female,white
G_2304_frgp13,genuine,A,13,right,00002304,00002304,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002304_R_1000_slap_13.png,37,male,white,37,male,white
I_00002330_00002370_frgp14,impostor,B,14,left,00002330,00002370,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002370_R_500_slap_14.png,36,male,asian,34,female,white
G_2395_frgp13,genuine,A,13,right,00002395,00002395,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002395_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002395_R_1000_slap_13.png,35,female,white,35,female,white
I_00002304_00002405_frgp13,impostor,B,13,right,00002304,00002405,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002405_R_500_slap_13.png,37,male,white,27,male,asian
G_2462_frgp14,genuine,A,14,left,00002462,00002462,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002462_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002462_R_1000_slap_14.png,32,male,other,32,male,other
G_2379_frgp14,genuine,A,14,left,00002379,00002379,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002379_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002379_R_1000_slap_14.png,38,female,white,38,female,white
G_2337_frgp14,genuine,A,14,left,00002337,00002337,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002337_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002337_R_1000_slap_14.png,33,male,white,33,male,white
I_00002304_00002352_frgp13,impostor,B,13,right,00002304,00002352,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002352_R_500_slap_13.png,37,male,white,38,male,white
I_00002330_00002348_frgp14,impostor,B,14,left,00002330,00002348,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002348_R_500_slap_14.png,36,male,asian,47,male,white
I_00002412_00002371_frgp14,impostor,B,14,left,00002412,00002371,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002412_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002371_R_500_slap_14.png,27,male,other,26,male,white
G_2463_frgp14,genuine,A,14,left,00002463,00002463,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002463_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002463_R_1000_slap_14.png,52,female,asian,52,female,asian
I_00002330_00002349_frgp14,impostor,B,14,left,00002330,00002349,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002349_R_500_slap_14.png,36,male,asian,65,male,white
I_00002304_00002381_frgp13,impostor,B,13,right,00002304,00002381,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002381_R_500_slap_13.png,37,male,white,54,female,white
I_00002304_00002371_frgp13,impostor,B,13,right,00002304,00002371,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002371_R_500_slap_13.png,37,male,white,26,male,white
I_00002304_00002428_frgp13,impostor,B,13,right,00002304,00002428,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002428_R_500_slap_13.png,37,male,white,55,female,white
G_2391_frgp13,genuine,A,13,right,00002391,00002391,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002391_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002391_R_1000_slap_13.png,48,male,asian,48,male,asian
G_2402_frgp13,genuine,A,13,right,00002402,00002402,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002402_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002402_R_1000_slap_13.png,44,female,african american,44,female,african american
G_2381_frgp13,genuine,A,13,right,00002381,00002381,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002381_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002381_R_1000_slap_13.png,54,female,white,54,female,white
I_00002304_00002353_frgp13,impostor,B,13,right,00002304,00002353,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002353_R_500_slap_13.png,37,male,white,40,female,african american
G_2360_frgp13,genuine,A,13,right,00002360,00002360,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002360_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002360_R_1000_slap_13.png,18,male,white,18,male,white
I_00002330_00002392_frgp14,impostor,B,14,left,00002330,00002392,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002392_R_500_slap_14.png,36,male,asian,45,male,white
I_00002330_00002313_frgp14,impostor,B,14,left,00002330,00002313,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002313_R_500_slap_14.png,36,male,asian,43,male,african american
G_2384_frgp13,genuine,A,13,right,00002384,00002384,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002384_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002384_R_1000_slap_13.png,36,female,white,36,female,white
G_2405_frgp13,genuine,A,13,right,00002405,00002405,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/500/slap/png/00002405_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/dataset/sd302b/images/baseline/R/1000/slap/png/00002405_R_1000_slap_13.png,27,male,asian,27,male,asian
