pair_id,label,frgp,which_hand,subject1,subject2,ground_truth
I_00002327_00002399_frgp13,impostor,13,right,2327,2399,B
I_00002344_00002362_frgp14,impostor,14,left,2344,2362,B
I_00002351_00002370_frgp14,impostor,14,left,2351,2370,B
I_00002367_00002423_frgp13,impostor,13,right,2367,2423,B
I_00002332_00002392_frgp13,impostor,13,right,2332,2392,B
I_00002344_00002375_frgp14,impostor,14,left,2344,2375,B
I_00002320_00002349_frgp14,impostor,14,left,2320,2349,B
I_00002332_00002409_frgp14,impostor,14,left,2332,2409,B
I_00002371_00002413_frgp14,impostor,14,left,2371,2413,B
I_00002310_00002327_frgp14,impostor,14,left,2310,2327,B
I_00002353_00002372_frgp13,impostor,13,right,2353,2372,B
I_00002384_00002412_frgp14,impostor,14,left,2384,2412,B
I_00002321_00002329_frgp13,impostor,13,right,2321,2329,B
I_00002334_00002426_frgp14,impostor,14,left,2334,2426,B
I_00002327_00002408_frgp14,impostor,14,left,2327,2408,B
I_00002313_00002341_frgp13,impostor,13,right,2313,2341,B
I_00002376_00002405_frgp13,impostor,13,right,2376,2405,B
I_00002321_00002364_frgp13,impostor,13,right,2321,2364,B
I_00002315_00002357_frgp13,impostor,13,right,2315,2357,B
I_00002349_00002357_frgp14,impostor,14,left,2349,2357,B
I_00002310_00002344_frgp14,impostor,14,left,2310,2344,B
I_00002371_00002455_frgp13,impostor,13,right,2371,2455,B
I_00002383_00002447_frgp13,impostor,13,right,2383,2447,B
I_00002386_00002413_frgp14,impostor,14,left,2386,2413,B
I_00002307_00002329_frgp13,impostor,13,right,2307,2329,B
I_00002310_00002359_frgp14,impostor,14,left,2310,2359,B
I_00002351_00002394_frgp13,impostor,13,right,2351,2394,B
I_00002325_00002362_frgp13,impostor,13,right,2325,2362,B
I_00002330_00002353_frgp14,impostor,14,left,2330,2353,B
I_00002303_00002344_frgp14,impostor,14,left,2303,2344,B
I_00002338_00002423_frgp14,impostor,14,left,2338,2423,B
I_00002340_00002418_frgp13,impostor,13,right,2340,2418,B
I_00002334_00002398_frgp13,impostor,13,right,2334,2398,B
I_00002317_00002342_frgp13,impostor,13,right,2317,2342,B
I_00002368_00002371_frgp14,impostor,14,left,2368,2371,B
I_00002372_00002413_frgp13,impostor,13,right,2372,2413,B
G_2304_frgp13,genuine,13,right,2304,2304,A
I_00002306_00002334_frgp14,impostor,14,left,2306,2334,B
I_00002312_00002358_frgp14,impostor,14,left,2312,2358,B
I_00002327_00002341_frgp14,impostor,14,left,2327,2341,B
I_00002353_00002376_frgp14,impostor,14,left,2353,2376,B
I_00002304_00002338_frgp13,impostor,13,right,2304,2338,B
I_00002383_00002392_frgp13,impostor,13,right,2383,2392,B
I_00002371_00002373_frgp14,impostor,14,left,2371,2373,B
I_00002326_00002355_frgp13,impostor,13,right,2326,2355,B
I_00002341_00002408_frgp13,impostor,13,right,2341,2408,B
I_00002332_00002376_frgp13,impostor,13,right,2332,2376,B
I_00002303_00002360_frgp14,impostor,14,left,2303,2360,B
I_00002371_00002375_frgp13,impostor,13,right,2371,2375,B
I_00002342_00002415_frgp14,impostor,14,left,2342,2415,B
I_00002353_00002399_frgp14,impostor,14,left,2353,2399,B
I_00002369_00002425_frgp14,impostor,14,left,2369,2425,B
I_00002353_00002371_frgp13,impostor,13,right,2353,2371,B
I_00002334_00002342_frgp13,impostor,13,right,2334,2342,B
I_00002367_00002395_frgp14,impostor,14,left,2367,2395,B
G_2388_frgp13,genuine,13,right,2388,2388,A
I_00002362_00002373_frgp14,impostor,14,left,2362,2373,B
I_00002314_00002362_frgp13,impostor,13,right,2314,2362,B
I_00002380_00002384_frgp14,impostor,14,left,2380,2384,B
I_00002362_00002406_frgp14,impostor,14,left,2362,2406,B
I_00002351_00002426_frgp13,impostor,13,right,2351,2426,B
I_00002409_00002481_frgp13,impostor,13,right,2409,2481,B
I_00002374_00002380_frgp14,impostor,14,left,2374,2380,B
I_00002379_00002463_frgp13,impostor,13,right,2379,2463,B
I_00002328_00002408_frgp14,impostor,14,left,2328,2408,B
I_00002338_00002426_frgp13,impostor,13,right,2338,2426,B
I_00002386_00002403_frgp14,impostor,14,left,2386,2403,B
I_00002310_00002313_frgp13,impostor,13,right,2310,2313,B
I_00002396_00002440_frgp14,impostor,14,left,2396,2440,B
I_00002306_00002356_frgp14,impostor,14,left,2306,2356,B
I_00002359_00002415_frgp14,impostor,14,left,2359,2415,B
I_00002307_00002398_frgp14,impostor,14,left,2307,2398,B
I_00002349_00002373_frgp13,impostor,13,right,2349,2373,B
I_00002358_00002403_frgp13,impostor,13,right,2358,2403,B
I_00002369_00002412_frgp14,impostor,14,left,2369,2412,B
I_00002314_00002463_frgp14,impostor,14,left,2314,2463,B
I_00002360_00002391_frgp14,impostor,14,left,2360,2391,B
I_00002339_00002372_frgp14,impostor,14,left,2339,2372,B
I_00002386_00002409_frgp13,impostor,13,right,2386,2409,B
I_00002306_00002352_frgp13,impostor,13,right,2306,2352,B
I_00002329_00002381_frgp13,impostor,13,right,2329,2381,B
I_00002326_00002349_frgp13,impostor,13,right,2326,2349,B
I_00002360_00002381_frgp14,impostor,14,left,2360,2381,B
I_00002341_00002402_frgp14,impostor,14,left,2341,2402,B
I_00002423_00002428_frgp13,impostor,13,right,2423,2428,B
I_00002310_00002320_frgp14,impostor,14,left,2310,2320,B
I_00002341_00002402_frgp13,impostor,13,right,2341,2402,B
I_00002370_00002395_frgp14,impostor,14,left,2370,2395,B
I_00002307_00002330_frgp13,impostor,13,right,2307,2330,B
I_00002360_00002423_frgp14,impostor,14,left,2360,2423,B
I_00002364_00002462_frgp14,impostor,14,left,2364,2462,B
I_00002351_00002408_frgp14,impostor,14,left,2351,2408,B
I_00002391_00002463_frgp14,impostor,14,left,2391,2463,B
I_00002342_00002481_frgp14,impostor,14,left,2342,2481,B
I_00002344_00002352_frgp13,impostor,13,right,2344,2352,B
I_00002327_00002328_frgp13,impostor,13,right,2327,2328,B
I_00002370_00002481_frgp13,impostor,13,right,2370,2481,B
I_00002381_00002428_frgp14,impostor,14,left,2381,2428,B
I_00002306_00002455_frgp14,impostor,14,left,2306,2455,B
I_00002310_00002349_frgp13,impostor,13,right,2310,2349,B
I_00002369_00002405_frgp13,impostor,13,right,2369,2405,B
I_00002312_00002320_frgp14,impostor,14,left,2312,2320,B
I_00002405_00002408_frgp13,impostor,13,right,2405,2408,B
I_00002337_00002370_frgp14,impostor,14,left,2337,2370,B
I_00002313_00002369_frgp13,impostor,13,right,2313,2369,B
I_00002348_00002359_frgp13,impostor,13,right,2348,2359,B
I_00002312_00002328_frgp13,impostor,13,right,2312,2328,B
I_00002349_00002381_frgp13,impostor,13,right,2349,2381,B
I_00002369_00002402_frgp14,impostor,14,left,2369,2402,B
I_00002369_00002463_frgp14,impostor,14,left,2369,2463,B
I_00002304_00002403_frgp13,impostor,13,right,2304,2403,B
I_00002319_00002401_frgp13,impostor,13,right,2319,2401,B
I_00002412_00002455_frgp14,impostor,14,left,2412,2455,B
I_00002392_00002395_frgp14,impostor,14,left,2392,2395,B
I_00002399_00002463_frgp14,impostor,14,left,2399,2463,B
I_00002328_00002340_frgp13,impostor,13,right,2328,2340,B
I_00002381_00002399_frgp14,impostor,14,left,2381,2399,B
I_00002367_00002373_frgp13,impostor,13,right,2367,2373,B
I_00002303_00002398_frgp14,impostor,14,left,2303,2398,B
I_00002327_00002407_frgp13,impostor,13,right,2327,2407,B
I_00002303_00002312_frgp13,impostor,13,right,2303,2312,B
I_00002326_00002481_frgp14,impostor,14,left,2326,2481,B
I_00002373_00002481_frgp14,impostor,14,left,2373,2481,B
I_00002319_00002418_frgp13,impostor,13,right,2319,2418,B
I_00002356_00002409_frgp14,impostor,14,left,2356,2409,B
I_00002412_00002440_frgp14,impostor,14,left,2412,2440,B
I_00002310_00002341_frgp13,impostor,13,right,2310,2341,B
I_00002321_00002447_frgp14,impostor,14,left,2321,2447,B
I_00002313_00002379_frgp14,impostor,14,left,2313,2379,B
I_00002391_00002423_frgp14,impostor,14,left,2391,2423,B
I_00002332_00002380_frgp14,impostor,14,left,2332,2380,B
I_00002341_00002401_frgp13,impostor,13,right,2341,2401,B
I_00002310_00002375_frgp13,impostor,13,right,2310,2375,B
I_00002312_00002395_frgp14,impostor,14,left,2312,2395,B
I_00002339_00002395_frgp14,impostor,14,left,2339,2395,B
I_00002337_00002403_frgp14,impostor,14,left,2337,2403,B
I_00002312_00002356_frgp13,impostor,13,right,2312,2356,B
I_00002375_00002415_frgp13,impostor,13,right,2375,2415,B
I_00002356_00002415_frgp14,impostor,14,left,2356,2415,B
I_00002326_00002409_frgp13,impostor,13,right,2326,2409,B
I_00002319_00002381_frgp14,impostor,14,left,2319,2381,B
I_00002306_00002326_frgp14,impostor,14,left,2306,2326,B
I_00002317_00002374_frgp14,impostor,14,left,2317,2374,B
I_00002357_00002358_frgp13,impostor,13,right,2357,2358,B
I_00002314_00002328_frgp13,impostor,13,right,2314,2328,B
I_00002351_00002367_frgp13,impostor,13,right,2351,2367,B
I_00002351_00002388_frgp14,impostor,14,left,2351,2388,B
I_00002307_00002418_frgp14,impostor,14,left,2307,2418,B
I_00002320_00002428_frgp14,impostor,14,left,2320,2428,B
I_00002398_00002409_frgp14,impostor,14,left,2398,2409,B
I_00002321_00002426_frgp14,impostor,14,left,2321,2426,B
I_00002304_00002327_frgp14,impostor,14,left,2304,2327,B
I_00002352_00002391_frgp13,impostor,13,right,2352,2391,B
I_00002327_00002362_frgp14,impostor,14,left,2327,2362,B
I_00002334_00002367_frgp14,impostor,14,left,2334,2367,B
I_00002317_00002423_frgp14,impostor,14,left,2317,2423,B
I_00002367_00002407_frgp14,impostor,14,left,2367,2407,B
I_00002337_00002455_frgp13,impostor,13,right,2337,2455,B
I_00002356_00002357_frgp14,impostor,14,left,2356,2357,B
I_00002362_00002403_frgp14,impostor,14,left,2362,2403,B
I_00002338_00002353_frgp14,impostor,14,left,2338,2353,B
I_00002337_00002394_frgp14,impostor,14,left,2337,2394,B
I_00002376_00002425_frgp14,impostor,14,left,2376,2425,B
I_00002418_00002462_frgp13,impostor,13,right,2418,2462,B
I_00002328_00002409_frgp13,impostor,13,right,2328,2409,B
I_00002370_00002405_frgp13,impostor,13,right,2370,2405,B
I_00002386_00002455_frgp13,impostor,13,right,2386,2455,B
I_00002374_00002428_frgp13,impostor,13,right,2374,2428,B
I_00002321_00002348_frgp13,impostor,13,right,2321,2348,B
I_00002358_00002362_frgp13,impostor,13,right,2358,2362,B
I_00002314_00002402_frgp14,impostor,14,left,2314,2402,B
I_00002303_00002320_frgp13,impostor,13,right,2303,2320,B
I_00002423_00002424_frgp14,impostor,14,left,2423,2424,B
I_00002304_00002307_frgp14,impostor,14,left,2304,2307,B
I_00002317_00002384_frgp14,impostor,14,left,2317,2384,B
I_00002319_00002337_frgp13,impostor,13,right,2319,2337,B
I_00002374_00002413_frgp13,impostor,13,right,2374,2413,B
I_00002313_00002462_frgp14,impostor,14,left,2313,2462,B
I_00002338_00002407_frgp14,impostor,14,left,2338,2407,B
I_00002310_00002338_frgp13,impostor,13,right,2310,2338,B
I_00002337_00002342_frgp14,impostor,14,left,2337,2342,B
I_00002375_00002455_frgp13,impostor,13,right,2375,2455,B
I_00002360_00002388_frgp14,impostor,14,left,2360,2388,B
I_00002304_00002462_frgp14,impostor,14,left,2304,2462,B
I_00002334_00002407_frgp14,impostor,14,left,2334,2407,B
I_00002334_00002402_frgp13,impostor,13,right,2334,2402,B
I_00002355_00002413_frgp13,impostor,13,right,2355,2413,B
I_00002304_00002372_frgp13,impostor,13,right,2304,2372,B
I_00002340_00002358_frgp14,impostor,14,left,2340,2358,B
I_00002325_00002424_frgp14,impostor,14,left,2325,2424,B
I_00002406_00002428_frgp14,impostor,14,left,2406,2428,B
I_00002351_00002358_frgp13,impostor,13,right,2351,2358,B
I_00002341_00002413_frgp14,impostor,14,left,2341,2413,B
I_00002328_00002388_frgp14,impostor,14,left,2328,2388,B
I_00002360_00002409_frgp14,impostor,14,left,2360,2409,B
I_00002392_00002403_frgp13,impostor,13,right,2392,2403,B
I_00002357_00002395_frgp14,impostor,14,left,2357,2395,B
I_00002312_00002353_frgp14,impostor,14,left,2312,2353,B
I_00002320_00002351_frgp13,impostor,13,right,2320,2351,B
I_00002315_00002409_frgp14,impostor,14,left,2315,2409,B
I_00002326_00002409_frgp14,impostor,14,left,2326,2409,B
I_00002325_00002462_frgp14,impostor,14,left,2325,2462,B
I_00002320_00002423_frgp14,impostor,14,left,2320,2423,B
I_00002398_00002409_frgp13,impostor,13,right,2398,2409,B
I_00002399_00002413_frgp14,impostor,14,left,2399,2413,B
I_00002327_00002424_frgp14,impostor,14,left,2327,2424,B
I_00002337_00002396_frgp13,impostor,13,right,2337,2396,B
I_00002344_00002353_frgp14,impostor,14,left,2344,2353,B
I_00002396_00002423_frgp13,impostor,13,right,2396,2423,B
I_00002327_00002409_frgp13,impostor,13,right,2327,2409,B
G_2413_frgp13,genuine,13,right,2413,2413,A
I_00002359_00002374_frgp14,impostor,14,left,2359,2374,B
I_00002325_00002369_frgp13,impostor,13,right,2325,2369,B
I_00002321_00002359_frgp13,impostor,13,right,2321,2359,B
I_00002373_00002481_frgp13,impostor,13,right,2373,2481,B
I_00002321_00002407_frgp13,impostor,13,right,2321,2407,B
I_00002319_00002367_frgp14,impostor,14,left,2319,2367,B
I_00002349_00002408_frgp14,impostor,14,left,2349,2408,B
I_00002357_00002399_frgp13,impostor,13,right,2357,2399,B
I_00002317_00002334_frgp13,impostor,13,right,2317,2334,B
I_00002317_00002326_frgp13,impostor,13,right,2317,2326,B
I_00002314_00002398_frgp13,impostor,13,right,2314,2398,B
I_00002374_00002379_frgp13,impostor,13,right,2374,2379,B
I_00002379_00002463_frgp14,impostor,14,left,2379,2463,B
I_00002418_00002424_frgp14,impostor,14,left,2418,2424,B
I_00002370_00002379_frgp14,impostor,14,left,2370,2379,B
I_00002386_00002405_frgp14,impostor,14,left,2386,2405,B
I_00002388_00002402_frgp13,impostor,13,right,2388,2402,B
I_00002319_00002462_frgp13,impostor,13,right,2319,2462,B
I_00002364_00002403_frgp13,impostor,13,right,2364,2403,B
I_00002329_00002359_frgp14,impostor,14,left,2329,2359,B
I_00002358_00002371_frgp14,impostor,14,left,2358,2371,B
I_00002399_00002407_frgp13,impostor,13,right,2399,2407,B
I_00002306_00002428_frgp14,impostor,14,left,2306,2428,B
I_00002381_00002398_frgp14,impostor,14,left,2381,2398,B
I_00002338_00002406_frgp14,impostor,14,left,2338,2406,B
I_00002313_00002376_frgp13,impostor,13,right,2313,2376,B
I_00002447_00002455_frgp13,impostor,13,right,2447,2455,B
I_00002337_00002401_frgp13,impostor,13,right,2337,2401,B
G_2327_frgp13,genuine,13,right,2327,2327,A
I_00002315_00002353_frgp13,impostor,13,right,2315,2353,B
I_00002351_00002381_frgp14,impostor,14,left,2351,2381,B
I_00002338_00002395_frgp14,impostor,14,left,2338,2395,B
I_00002355_00002403_frgp14,impostor,14,left,2355,2403,B
I_00002356_00002380_frgp13,impostor,13,right,2356,2380,B
I_00002376_00002455_frgp13,impostor,13,right,2376,2455,B
I_00002307_00002440_frgp13,impostor,13,right,2307,2440,B
I_00002327_00002447_frgp13,impostor,13,right,2327,2447,B
I_00002371_00002425_frgp13,impostor,13,right,2371,2425,B
I_00002313_00002481_frgp13,impostor,13,right,2313,2481,B
I_00002367_00002401_frgp14,impostor,14,left,2367,2401,B
I_00002369_00002407_frgp13,impostor,13,right,2369,2407,B
I_00002408_00002415_frgp14,impostor,14,left,2408,2415,B
I_00002349_00002406_frgp13,impostor,13,right,2349,2406,B
I_00002327_00002351_frgp13,impostor,13,right,2327,2351,B
I_00002351_00002447_frgp14,impostor,14,left,2351,2447,B
I_00002321_00002440_frgp14,impostor,14,left,2321,2440,B
I_00002334_00002364_frgp13,impostor,13,right,2334,2364,B
I_00002391_00002440_frgp13,impostor,13,right,2391,2440,B
G_2342_frgp13,genuine,13,right,2342,2342,A
I_00002383_00002384_frgp14,impostor,14,left,2383,2384,B
I_00002344_00002351_frgp14,impostor,14,left,2344,2351,B
I_00002353_00002405_frgp14,impostor,14,left,2353,2405,B
I_00002332_00002341_frgp14,impostor,14,left,2332,2341,B
I_00002338_00002356_frgp14,impostor,14,left,2338,2356,B
I_00002358_00002374_frgp14,impostor,14,left,2358,2374,B
I_00002315_00002405_frgp13,impostor,13,right,2315,2405,B
I_00002358_00002425_frgp14,impostor,14,left,2358,2425,B
I_00002307_00002383_frgp13,impostor,13,right,2307,2383,B
I_00002364_00002405_frgp13,impostor,13,right,2364,2405,B
G_2312_frgp14,genuine,14,left,2312,2312,A
I_00002321_00002328_frgp13,impostor,13,right,2321,2328,B
I_00002362_00002402_frgp13,impostor,13,right,2362,2402,B
I_00002352_00002357_frgp13,impostor,13,right,2352,2357,B
I_00002359_00002367_frgp13,impostor,13,right,2359,2367,B
I_00002320_00002326_frgp14,impostor,14,left,2320,2326,B
I_00002303_00002375_frgp14,impostor,14,left,2303,2375,B
I_00002319_00002423_frgp14,impostor,14,left,2319,2423,B
I_00002392_00002406_frgp13,impostor,13,right,2392,2406,B
I_00002338_00002358_frgp13,impostor,13,right,2338,2358,B
I_00002379_00002394_frgp13,impostor,13,right,2379,2394,B
I_00002369_00002391_frgp14,impostor,14,left,2369,2391,B
I_00002353_00002356_frgp14,impostor,14,left,2353,2356,B
I_00002406_00002426_frgp13,impostor,13,right,2406,2426,B
I_00002351_00002379_frgp14,impostor,14,left,2351,2379,B
G_2412_frgp13,genuine,13,right,2412,2412,A
I_00002376_00002403_frgp14,impostor,14,left,2376,2403,B
G_2364_frgp14,genuine,14,left,2364,2364,A
I_00002376_00002401_frgp14,impostor,14,left,2376,2401,B
I_00002371_00002425_frgp14,impostor,14,left,2371,2425,B
I_00002376_00002394_frgp14,impostor,14,left,2376,2394,B
I_00002328_00002391_frgp14,impostor,14,left,2328,2391,B
I_00002380_00002403_frgp13,impostor,13,right,2380,2403,B
I_00002315_00002327_frgp14,impostor,14,left,2315,2327,B
I_00002313_00002351_frgp13,impostor,13,right,2313,2351,B
I_00002342_00002374_frgp14,impostor,14,left,2342,2374,B
I_00002372_00002401_frgp13,impostor,13,right,2372,2401,B
I_00002384_00002395_frgp13,impostor,13,right,2384,2395,B
I_00002348_00002455_frgp13,impostor,13,right,2348,2455,B
I_00002325_00002359_frgp13,impostor,13,right,2325,2359,B
I_00002325_00002368_frgp14,impostor,14,left,2325,2368,B
I_00002376_00002384_frgp13,impostor,13,right,2376,2384,B
I_00002380_00002423_frgp14,impostor,14,left,2380,2423,B
I_00002360_00002396_frgp14,impostor,14,left,2360,2396,B
I_00002325_00002408_frgp13,impostor,13,right,2325,2408,B
I_00002342_00002373_frgp13,impostor,13,right,2342,2373,B
I_00002321_00002356_frgp13,impostor,13,right,2321,2356,B
I_00002320_00002395_frgp13,impostor,13,right,2320,2395,B
I_00002353_00002371_frgp14,impostor,14,left,2353,2371,B
I_00002310_00002394_frgp13,impostor,13,right,2310,2394,B
I_00002383_00002408_frgp13,impostor,13,right,2383,2408,B
I_00002321_00002388_frgp13,impostor,13,right,2321,2388,B
I_00002315_00002355_frgp13,impostor,13,right,2315,2355,B
I_00002306_00002364_frgp14,impostor,14,left,2306,2364,B
I_00002351_00002355_frgp14,impostor,14,left,2351,2355,B
I_00002352_00002440_frgp13,impostor,13,right,2352,2440,B
I_00002353_00002383_frgp13,impostor,13,right,2353,2383,B
I_00002359_00002374_frgp13,impostor,13,right,2359,2374,B
I_00002328_00002358_frgp13,impostor,13,right,2328,2358,B
I_00002351_00002407_frgp13,impostor,13,right,2351,2407,B
I_00002374_00002376_frgp14,impostor,14,left,2374,2376,B
I_00002367_00002426_frgp13,impostor,13,right,2367,2426,B
I_00002310_00002395_frgp13,impostor,13,right,2310,2395,B
I_00002334_00002424_frgp13,impostor,13,right,2334,2424,B
I_00002334_00002415_frgp13,impostor,13,right,2334,2415,B
I_00002314_00002332_frgp14,impostor,14,left,2314,2332,B
I_00002368_00002373_frgp14,impostor,14,left,2368,2373,B
I_00002391_00002462_frgp13,impostor,13,right,2391,2462,B
I_00002367_00002425_frgp13,impostor,13,right,2367,2425,B
I_00002337_00002358_frgp13,impostor,13,right,2337,2358,B
I_00002340_00002402_frgp13,impostor,13,right,2340,2402,B
I_00002352_00002353_frgp14,impostor,14,left,2352,2353,B
I_00002396_00002405_frgp13,impostor,13,right,2396,2405,B
I_00002314_00002370_frgp13,impostor,13,right,2314,2370,B
I_00002367_00002396_frgp13,impostor,13,right,2367,2396,B
I_00002348_00002357_frgp13,impostor,13,right,2348,2357,B
I_00002320_00002334_frgp14,impostor,14,left,2320,2334,B
I_00002306_00002313_frgp13,impostor,13,right,2306,2313,B
I_00002330_00002372_frgp14,impostor,14,left,2330,2372,B
I_00002321_00002344_frgp14,impostor,14,left,2321,2344,B
I_00002317_00002325_frgp13,impostor,13,right,2317,2325,B
I_00002368_00002391_frgp14,impostor,14,left,2368,2391,B
I_00002338_00002368_frgp13,impostor,13,right,2338,2368,B
I_00002396_00002481_frgp13,impostor,13,right,2396,2481,B
I_00002306_00002440_frgp13,impostor,13,right,2306,2440,B
I_00002370_00002426_frgp13,impostor,13,right,2370,2426,B
I_00002348_00002423_frgp13,impostor,13,right,2348,2423,B
I_00002312_00002408_frgp14,impostor,14,left,2312,2408,B
I_00002319_00002341_frgp13,impostor,13,right,2319,2341,B
I_00002312_00002384_frgp14,impostor,14,left,2312,2384,B
I_00002388_00002481_frgp14,impostor,14,left,2388,2481,B
I_00002406_00002408_frgp13,impostor,13,right,2406,2408,B
I_00002344_00002367_frgp14,impostor,14,left,2344,2367,B
I_00002329_00002337_frgp14,impostor,14,left,2329,2337,B
I_00002401_00002462_frgp14,impostor,14,left,2401,2462,B
I_00002368_00002384_frgp14,impostor,14,left,2368,2384,B
I_00002349_00002418_frgp13,impostor,13,right,2349,2418,B
I_00002401_00002408_frgp14,impostor,14,left,2401,2408,B
I_00002353_00002375_frgp13,impostor,13,right,2353,2375,B
I_00002355_00002371_frgp14,impostor,14,left,2355,2371,B
I_00002304_00002425_frgp13,impostor,13,right,2304,2425,B
I_00002317_00002349_frgp14,impostor,14,left,2317,2349,B
I_00002328_00002344_frgp13,impostor,13,right,2328,2344,B
G_2481_frgp14,genuine,14,left,2481,2481,A
I_00002334_00002373_frgp14,impostor,14,left,2334,2373,B
I_00002364_00002406_frgp14,impostor,14,left,2364,2406,B
I_00002364_00002455_frgp14,impostor,14,left,2364,2455,B
I_00002314_00002337_frgp14,impostor,14,left,2314,2337,B
I_00002329_00002369_frgp14,impostor,14,left,2329,2369,B
I_00002325_00002342_frgp14,impostor,14,left,2325,2342,B
I_00002383_00002428_frgp14,impostor,14,left,2383,2428,B
I_00002332_00002374_frgp13,impostor,13,right,2332,2374,B
I_00002360_00002481_frgp14,impostor,14,left,2360,2481,B
I_00002381_00002384_frgp14,impostor,14,left,2381,2384,B
G_2320_frgp13,genuine,13,right,2320,2320,A
I_00002369_00002392_frgp13,impostor,13,right,2369,2392,B
I_00002328_00002344_frgp14,impostor,14,left,2328,2344,B
I_00002402_00002418_frgp13,impostor,13,right,2402,2418,B
I_00002357_00002415_frgp13,impostor,13,right,2357,2415,B
I_00002330_00002376_frgp13,impostor,13,right,2330,2376,B
I_00002325_00002338_frgp13,impostor,13,right,2325,2338,B
I_00002352_00002424_frgp13,impostor,13,right,2352,2424,B
I_00002360_00002407_frgp14,impostor,14,left,2360,2407,B
I_00002328_00002339_frgp13,impostor,13,right,2328,2339,B
I_00002328_00002418_frgp13,impostor,13,right,2328,2418,B
I_00002310_00002395_frgp14,impostor,14,left,2310,2395,B
I_00002371_00002391_frgp14,impostor,14,left,2371,2391,B
I_00002315_00002379_frgp14,impostor,14,left,2315,2379,B
I_00002406_00002455_frgp14,impostor,14,left,2406,2455,B
I_00002374_00002386_frgp13,impostor,13,right,2374,2386,B
I_00002321_00002418_frgp13,impostor,13,right,2321,2418,B
I_00002313_00002463_frgp14,impostor,14,left,2313,2463,B
I_00002375_00002388_frgp13,impostor,13,right,2375,2388,B
I_00002306_00002319_frgp14,impostor,14,left,2306,2319,B
I_00002381_00002415_frgp14,impostor,14,left,2381,2415,B
I_00002383_00002398_frgp14,impostor,14,left,2383,2398,B
I_00002329_00002463_frgp13,impostor,13,right,2329,2463,B
I_00002319_00002386_frgp13,impostor,13,right,2319,2386,B
I_00002369_00002392_frgp14,impostor,14,left,2369,2392,B
I_00002375_00002407_frgp14,impostor,14,left,2375,2407,B
I_00002319_00002398_frgp13,impostor,13,right,2319,2398,B
I_00002357_00002398_frgp13,impostor,13,right,2357,2398,B
I_00002351_00002424_frgp14,impostor,14,left,2351,2424,B
I_00002341_00002349_frgp14,impostor,14,left,2341,2349,B
I_00002330_00002357_frgp14,impostor,14,left,2330,2357,B
I_00002341_00002418_frgp14,impostor,14,left,2341,2418,B
I_00002314_00002395_frgp14,impostor,14,left,2314,2395,B
I_00002342_00002381_frgp14,impostor,14,left,2342,2381,B
I_00002364_00002428_frgp14,impostor,14,left,2364,2428,B
I_00002319_00002355_frgp13,impostor,13,right,2319,2355,B
I_00002376_00002381_frgp13,impostor,13,right,2376,2381,B
I_00002355_00002383_frgp14,impostor,14,left,2355,2383,B
I_00002357_00002401_frgp13,impostor,13,right,2357,2401,B
I_00002338_00002463_frgp14,impostor,14,left,2338,2463,B
I_00002303_00002313_frgp14,impostor,14,left,2303,2313,B
I_00002348_00002353_frgp13,impostor,13,right,2348,2353,B
I_00002319_00002352_frgp13,impostor,13,right,2319,2352,B
I_00002406_00002412_frgp13,impostor,13,right,2406,2412,B
I_00002388_00002426_frgp14,impostor,14,left,2388,2426,B
I_00002359_00002403_frgp13,impostor,13,right,2359,2403,B
I_00002329_00002353_frgp14,impostor,14,left,2329,2353,B
I_00002330_00002375_frgp13,impostor,13,right,2330,2375,B
I_00002395_00002409_frgp14,impostor,14,left,2395,2409,B
I_00002315_00002463_frgp13,impostor,13,right,2315,2463,B
I_00002310_00002481_frgp13,impostor,13,right,2310,2481,B
I_00002351_00002374_frgp13,impostor,13,right,2351,2374,B
I_00002334_00002405_frgp13,impostor,13,right,2334,2405,B
I_00002337_00002418_frgp13,impostor,13,right,2337,2418,B
G_2330_frgp13,genuine,13,right,2330,2330,A
I_00002379_00002394_frgp14,impostor,14,left,2379,2394,B
I_00002392_00002405_frgp13,impostor,13,right,2392,2405,B
I_00002401_00002462_frgp13,impostor,13,right,2401,2462,B
I_00002342_00002455_frgp14,impostor,14,left,2342,2455,B
I_00002304_00002402_frgp13,impostor,13,right,2304,2402,B
I_00002376_00002424_frgp13,impostor,13,right,2376,2424,B
I_00002394_00002398_frgp13,impostor,13,right,2394,2398,B
I_00002326_00002374_frgp14,impostor,14,left,2326,2374,B
I_00002330_00002349_frgp13,impostor,13,right,2330,2349,B
I_00002388_00002440_frgp14,impostor,14,left,2388,2440,B
I_00002339_00002481_frgp13,impostor,13,right,2339,2481,B
I_00002408_00002423_frgp13,impostor,13,right,2408,2423,B
I_00002352_00002381_frgp14,impostor,14,left,2352,2381,B
I_00002360_00002392_frgp13,impostor,13,right,2360,2392,B
I_00002327_00002362_frgp13,impostor,13,right,2327,2362,B
I_00002360_00002398_frgp14,impostor,14,left,2360,2398,B
I_00002353_00002364_frgp14,impostor,14,left,2353,2364,B
I_00002306_00002381_frgp14,impostor,14,left,2306,2381,B
I_00002383_00002424_frgp14,impostor,14,left,2383,2424,B
I_00002327_00002413_frgp13,impostor,13,right,2327,2413,B
I_00002313_00002426_frgp14,impostor,14,left,2313,2426,B
I_00002313_00002373_frgp14,impostor,14,left,2313,2373,B
I_00002304_00002321_frgp13,impostor,13,right,2304,2321,B
