pair_id,label,category,device_pair,img1_path,img2_path
I_00002330_00002307_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002307_R_500_slap_14.png
I_00002304_00002401_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002401_R_500_slap_13.png
G_2334_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002334_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002334_R_1000_slap_14.png
I_00002330_00002413_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002413_R_500_slap_14.png
G_2340_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002340_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002340_R_1000_slap_13.png
G_2369_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002369_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002369_R_1000_slap_13.png
I_00002330_00002462_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002462_R_500_slap_14.png
I_00002330_00002415_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002415_R_500_slap_14.png
G_2370_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002370_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002370_R_1000_slap_14.png
I_00002304_00002373_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002373_R_500_slap_13.png
I_00002330_00002405_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002405_R_500_slap_14.png
I_00002330_00002340_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002340_R_500_slap_14.png
G_2329_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002329_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002329_R_1000_slap_14.png
I_00002330_00002364_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002364_R_500_slap_14.png
I_00002304_00002403_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002403_R_500_slap_13.png
I_00002330_00002360_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002360_R_500_slap_14.png
G_2356_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002356_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002356_R_1000_slap_14.png
G_2463_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002463_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002463_R_1000_slap_13.png
I_00002304_00002364_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002364_R_500_slap_13.png
G_2391_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002391_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002391_R_1000_slap_14.png
I_00002304_00002391_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002391_R_500_slap_13.png
G_2406_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002406_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002406_R_1000_slap_14.png
I_00002330_00002399_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002399_R_500_slap_14.png
G_2358_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002358_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002358_R_1000_slap_13.png
I_00002304_00002392_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002392_R_500_slap_13.png
I_00002304_00002394_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002394_R_500_slap_13.png
G_2312_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002312_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002312_R_1000_slap_13.png
I_00002304_00002349_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002349_R_500_slap_13.png
G_2340_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002340_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002340_R_1000_slap_14.png
I_00002330_00002341_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002341_R_500_slap_14.png
G_2313_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002313_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002313_R_1000_slap_14.png
I_00002330_00002332_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002332_R_500_slap_14.png
G_2344_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002344_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002344_R_1000_slap_14.png
G_2375_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002375_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002375_R_1000_slap_14.png
I_00002304_00002340_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002340_R_500_slap_13.png
G_2392_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002392_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002392_R_1000_slap_13.png
G_2402_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002402_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002402_R_1000_slap_14.png
I_00002330_00002408_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002408_R_500_slap_14.png
G_2304_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002304_R_1000_slap_13.png
I_00002330_00002370_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002370_R_500_slap_14.png
G_2395_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002395_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002395_R_1000_slap_13.png
I_00002304_00002405_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002405_R_500_slap_13.png
G_2462_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002462_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002462_R_1000_slap_14.png
G_2379_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002379_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002379_R_1000_slap_14.png
G_2337_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002337_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002337_R_1000_slap_14.png
I_00002304_00002352_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002352_R_500_slap_13.png
I_00002330_00002348_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002348_R_500_slap_14.png
I_00002412_00002371_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002412_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002371_R_500_slap_14.png
G_2463_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002463_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002463_R_1000_slap_14.png
I_00002330_00002349_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002349_R_500_slap_14.png
I_00002304_00002381_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002381_R_500_slap_13.png
I_00002304_00002371_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002371_R_500_slap_13.png
I_00002304_00002428_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002428_R_500_slap_13.png
G_2391_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002391_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002391_R_1000_slap_13.png
G_2402_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002402_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002402_R_1000_slap_13.png
G_2381_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002381_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002381_R_1000_slap_13.png
I_00002304_00002353_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002353_R_500_slap_13.png
G_2360_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002360_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002360_R_1000_slap_13.png
I_00002330_00002392_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002392_R_500_slap_14.png
I_00002330_00002313_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002313_R_500_slap_14.png
G_2384_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002384_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002384_R_1000_slap_13.png
G_2405_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002405_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002405_R_1000_slap_13.png
I_00002330_00002329_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002329_R_500_slap_14.png
G_2357_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002357_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002357_R_1000_slap_13.png
I_00002304_00002369_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002369_R_500_slap_13.png
G_2325_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002325_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002325_R_1000_slap_14.png
I_00002304_00002367_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002367_R_500_slap_13.png
I_00002330_00002357_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002357_R_500_slap_14.png
I_00002304_00002455_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002455_R_500_slap_13.png
I_00002304_00002409_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002409_R_500_slap_13.png
I_00002304_00002327_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002327_R_500_slap_13.png
G_2405_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002405_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002405_R_1000_slap_14.png
G_2339_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002339_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002339_R_1000_slap_13.png
I_00002304_00002462_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002462_R_500_slap_13.png
I_00002304_00002379_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002379_R_500_slap_13.png
G_2428_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002428_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002428_R_1000_slap_14.png
I_00002304_00002351_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002351_R_500_slap_13.png
I_00002330_00002368_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002368_R_500_slap_14.png
I_00002304_00002413_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002413_R_500_slap_13.png
I_00002304_00002362_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002362_R_500_slap_13.png
I_00002304_00002329_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002329_R_500_slap_13.png
G_2381_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002381_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002381_R_1000_slap_14.png
G_2304_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002304_R_1000_slap_14.png
I_00002304_00002320_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002320_R_500_slap_13.png
I_00002304_00002396_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002396_R_500_slap_13.png
G_2327_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002327_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002327_R_1000_slap_14.png
G_2371_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002371_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002371_R_1000_slap_13.png
G_2349_frgp14,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002349_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002349_R_1000_slap_14.png
G_2317_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002317_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002317_R_1000_slap_13.png
G_2329_frgp13,mated,primary_genuine,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002329_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/1000/slap/png/00002329_R_1000_slap_13.png
I_00002304_00002415_frgp13,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002304_R_500_slap_13.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002415_R_500_slap_13.png
I_00002330_00002338_frgp14,non-mated,primary_impostor,na,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002330_R_500_slap_14.png,/home/bibesh/Desktop/MultiModel LLM's/datasets/sd302b/images/baseline/R/500/slap/png/00002338_R_500_slap_14.png
