pair_id,label,frgp,which_hand,subject1,subject2,ground_truth,similarity_score,raw_response,res1,res2,latency_s,model,prompting_setting,timestamp
I_2374_2418_frgp13,impostor,13,right,2374,2418,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:00
I_2374_2423_frgp13,impostor,13,right,2374,2423,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:00
I_2374_2424_frgp13,impostor,13,right,2374,2424,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:24:00
I_2374_2425_frgp13,impostor,13,right,2374,2425,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:01
I_2374_2426_frgp13,impostor,13,right,2374,2426,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:01
I_2374_2428_frgp13,impostor,13,right,2374,2428,B,85,85,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:24:02
I_2374_2440_frgp13,impostor,13,right,2374,2440,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:02
I_2374_2447_frgp13,impostor,13,right,2374,2447,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:24:02
I_2374_2455_frgp13,impostor,13,right,2374,2455,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:03
I_2374_2462_frgp13,impostor,13,right,2374,2462,B,85,85,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:03
I_2374_2463_frgp13,impostor,13,right,2374,2463,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:24:03
I_2374_2481_frgp13,impostor,13,right,2374,2481,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:04
I_2375_2376_frgp13,impostor,13,right,2375,2376,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:04
I_2375_2379_frgp13,impostor,13,right,2375,2379,B,85,85,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:24:05
I_2375_2380_frgp13,impostor,13,right,2375,2380,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:05
I_2375_2381_frgp13,impostor,13,right,2375,2381,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:05
I_2375_2383_frgp13,impostor,13,right,2375,2383,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:06
I_2375_2384_frgp13,impostor,13,right,2375,2384,B,85,85,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:24:06
I_2375_2386_frgp13,impostor,13,right,2375,2386,B,0,0,1000,500,0.363,qwen3vl,similarity_score,2026-07-06T23:24:06
I_2375_2388_frgp13,impostor,13,right,2375,2388,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:07
I_2375_2391_frgp13,impostor,13,right,2375,2391,B,65,65,1000,500,0.375,qwen3vl,similarity_score,2026-07-06T23:24:07
I_2375_2392_frgp13,impostor,13,right,2375,2392,B,85,85,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:08
I_2375_2394_frgp13,impostor,13,right,2375,2394,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:08
I_2375_2395_frgp13,impostor,13,right,2375,2395,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:08
I_2375_2396_frgp13,impostor,13,right,2375,2396,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:09
I_2375_2398_frgp13,impostor,13,right,2375,2398,B,65,65,1000,500,0.375,qwen3vl,similarity_score,2026-07-06T23:24:09
I_2375_2399_frgp13,impostor,13,right,2375,2399,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:09
I_2375_2401_frgp13,impostor,13,right,2375,2401,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:10
I_2375_2402_frgp13,impostor,13,right,2375,2402,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:10
I_2375_2403_frgp13,impostor,13,right,2375,2403,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:11
I_2375_2405_frgp13,impostor,13,right,2375,2405,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:11
I_2375_2406_frgp13,impostor,13,right,2375,2406,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:24:11
I_2375_2407_frgp13,impostor,13,right,2375,2407,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:12
I_2375_2408_frgp13,impostor,13,right,2375,2408,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:12
I_2375_2409_frgp13,impostor,13,right,2375,2409,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:12
I_2375_2412_frgp13,impostor,13,right,2375,2412,B,85,85,1000,500,0.375,qwen3vl,similarity_score,2026-07-06T23:24:13
I_2375_2413_frgp13,impostor,13,right,2375,2413,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:13
I_2375_2415_frgp13,impostor,13,right,2375,2415,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:14
I_2375_2418_frgp13,impostor,13,right,2375,2418,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:14
I_2375_2423_frgp13,impostor,13,right,2375,2423,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:14
I_2375_2424_frgp13,impostor,13,right,2375,2424,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:15
I_2375_2425_frgp13,impostor,13,right,2375,2425,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:15
I_2375_2426_frgp13,impostor,13,right,2375,2426,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:24:15
I_2375_2428_frgp13,impostor,13,right,2375,2428,B,65,65,1000,500,0.375,qwen3vl,similarity_score,2026-07-06T23:24:16
I_2375_2440_frgp13,impostor,13,right,2375,2440,B,65,65,1000,500,0.373,qwen3vl,similarity_score,2026-07-06T23:24:16
I_2375_2447_frgp13,impostor,13,right,2375,2447,B,65,65,1000,500,0.374,qwen3vl,similarity_score,2026-07-06T23:24:17
I_2375_2455_frgp13,impostor,13,right,2375,2455,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:17
I_2375_2462_frgp13,impostor,13,right,2375,2462,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:17
I_2375_2463_frgp13,impostor,13,right,2375,2463,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:24:18
I_2375_2481_frgp13,impostor,13,right,2375,2481,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:18
I_2376_2379_frgp13,impostor,13,right,2376,2379,B,65,65,1000,500,0.39,qwen3vl,similarity_score,2026-07-06T23:24:18
I_2376_2380_frgp13,impostor,13,right,2376,2380,B,85,85,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:24:19
I_2376_2381_frgp13,impostor,13,right,2376,2381,B,65,65,1000,500,0.386,qwen3vl,similarity_score,2026-07-06T23:24:19
I_2376_2383_frgp13,impostor,13,right,2376,2383,B,85,85,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:24:20
I_2376_2384_frgp13,impostor,13,right,2376,2384,B,85,85,1000,500,0.384,qwen3vl,similarity_score,2026-07-06T23:24:20
I_2376_2386_frgp13,impostor,13,right,2376,2386,B,0,0,1000,500,0.371,qwen3vl,similarity_score,2026-07-06T23:24:20
I_2376_2388_frgp13,impostor,13,right,2376,2388,B,65,65,1000,500,0.388,qwen3vl,similarity_score,2026-07-06T23:24:21
I_2376_2391_frgp13,impostor,13,right,2376,2391,B,85,85,1000,500,0.387,qwen3vl,similarity_score,2026-07-06T23:24:21
I_2376_2392_frgp13,impostor,13,right,2376,2392,B,95,95,1000,500,0.389,qwen3vl,similarity_score,2026-07-06T23:24:22
I_2376_2394_frgp13,impostor,13,right,2376,2394,B,65,65,1000,500,0.386,qwen3vl,similarity_score,2026-07-06T23:24:22
I_2376_2395_frgp13,impostor,13,right,2376,2395,B,85,85,1000,500,0.397,qwen3vl,similarity_score,2026-07-06T23:24:22
I_2376_2396_frgp13,impostor,13,right,2376,2396,B,65,65,1000,500,0.421,qwen3vl,similarity_score,2026-07-06T23:24:23
I_2376_2398_frgp13,impostor,13,right,2376,2398,B,65,65,1000,500,0.421,qwen3vl,similarity_score,2026-07-06T23:24:23
I_2376_2399_frgp13,impostor,13,right,2376,2399,B,65,65,1000,500,0.422,qwen3vl,similarity_score,2026-07-06T23:24:24
I_2376_2401_frgp13,impostor,13,right,2376,2401,B,65,65,1000,500,0.424,qwen3vl,similarity_score,2026-07-06T23:24:24
I_2376_2402_frgp13,impostor,13,right,2376,2402,B,65,65,1000,500,0.391,qwen3vl,similarity_score,2026-07-06T23:24:24
I_2376_2403_frgp13,impostor,13,right,2376,2403,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:24:25
I_2376_2405_frgp13,impostor,13,right,2376,2405,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:24:25
I_2376_2406_frgp13,impostor,13,right,2376,2406,B,65,65,1000,500,0.391,qwen3vl,similarity_score,2026-07-06T23:24:26
I_2376_2407_frgp13,impostor,13,right,2376,2407,B,85,85,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:24:26
I_2376_2408_frgp13,impostor,13,right,2376,2408,B,85,85,1000,500,0.386,qwen3vl,similarity_score,2026-07-06T23:24:26
I_2376_2409_frgp13,impostor,13,right,2376,2409,B,85,85,1000,500,0.386,qwen3vl,similarity_score,2026-07-06T23:24:27
I_2376_2412_frgp13,impostor,13,right,2376,2412,B,85,85,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:24:27
I_2376_2413_frgp13,impostor,13,right,2376,2413,B,85,85,1000,500,0.389,qwen3vl,similarity_score,2026-07-06T23:24:27
I_2376_2415_frgp13,impostor,13,right,2376,2415,B,85,85,1000,500,0.388,qwen3vl,similarity_score,2026-07-06T23:24:28
I_2376_2418_frgp13,impostor,13,right,2376,2418,B,85,85,1000,500,0.387,qwen3vl,similarity_score,2026-07-06T23:24:28
I_2376_2423_frgp13,impostor,13,right,2376,2423,B,65,65,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:24:29
I_2376_2424_frgp13,impostor,13,right,2376,2424,B,65,65,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:24:29
I_2376_2425_frgp13,impostor,13,right,2376,2425,B,85,85,1000,500,0.386,qwen3vl,similarity_score,2026-07-06T23:24:29
I_2376_2426_frgp13,impostor,13,right,2376,2426,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:24:30
I_2376_2428_frgp13,impostor,13,right,2376,2428,B,85,85,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:24:30
I_2376_2440_frgp13,impostor,13,right,2376,2440,B,65,65,1000,500,0.386,qwen3vl,similarity_score,2026-07-06T23:24:31
I_2376_2447_frgp13,impostor,13,right,2376,2447,B,85,85,1000,500,0.385,qwen3vl,similarity_score,2026-07-06T23:24:31
I_2376_2455_frgp13,impostor,13,right,2376,2455,B,65,65,1000,500,0.387,qwen3vl,similarity_score,2026-07-06T23:24:31
I_2376_2462_frgp13,impostor,13,right,2376,2462,B,65,65,1000,500,0.387,qwen3vl,similarity_score,2026-07-06T23:24:32
I_2376_2463_frgp13,impostor,13,right,2376,2463,B,65,65,1000,500,0.387,qwen3vl,similarity_score,2026-07-06T23:24:32
I_2376_2481_frgp13,impostor,13,right,2376,2481,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:24:32
I_2379_2380_frgp13,impostor,13,right,2379,2380,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:33
I_2379_2381_frgp13,impostor,13,right,2379,2381,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:24:33
I_2379_2383_frgp13,impostor,13,right,2379,2383,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:24:34
I_2379_2384_frgp13,impostor,13,right,2379,2384,B,85,85,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:24:34
I_2379_2386_frgp13,impostor,13,right,2379,2386,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:24:34
I_2379_2388_frgp13,impostor,13,right,2379,2388,B,65,65,1000,500,0.384,qwen3vl,similarity_score,2026-07-06T23:24:35
I_2379_2391_frgp13,impostor,13,right,2379,2391,B,85,85,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:24:35
I_2379_2392_frgp13,impostor,13,right,2379,2392,B,95,95,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:24:36
I_2379_2394_frgp13,impostor,13,right,2379,2394,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:36
I_2379_2395_frgp13,impostor,13,right,2379,2395,B,85,85,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:36
I_2379_2396_frgp13,impostor,13,right,2379,2396,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:24:37
I_2379_2398_frgp13,impostor,13,right,2379,2398,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:24:37
I_2379_2399_frgp13,impostor,13,right,2379,2399,B,85,85,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:37
I_2379_2401_frgp13,impostor,13,right,2379,2401,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:38
I_2379_2402_frgp13,impostor,13,right,2379,2402,B,85,85,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:38
I_2379_2403_frgp13,impostor,13,right,2379,2403,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:24:39
I_2379_2405_frgp13,impostor,13,right,2379,2405,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:39
I_2379_2406_frgp13,impostor,13,right,2379,2406,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:24:39
I_2379_2407_frgp13,impostor,13,right,2379,2407,B,85,85,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:40
I_2379_2408_frgp13,impostor,13,right,2379,2408,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:24:40
I_2379_2409_frgp13,impostor,13,right,2379,2409,B,85,85,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:24:40
I_2379_2412_frgp13,impostor,13,right,2379,2412,B,85,85,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:24:41
I_2379_2413_frgp13,impostor,13,right,2379,2413,B,85,85,1000,500,0.384,qwen3vl,similarity_score,2026-07-06T23:24:41
I_2379_2415_frgp13,impostor,13,right,2379,2415,B,85,85,1000,500,0.384,qwen3vl,similarity_score,2026-07-06T23:24:42
I_2379_2418_frgp13,impostor,13,right,2379,2418,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:24:42
I_2379_2423_frgp13,impostor,13,right,2379,2423,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:24:42
I_2379_2424_frgp13,impostor,13,right,2379,2424,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:24:43
I_2379_2425_frgp13,impostor,13,right,2379,2425,B,85,85,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:24:43
I_2379_2426_frgp13,impostor,13,right,2379,2426,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:24:44
I_2379_2428_frgp13,impostor,13,right,2379,2428,B,85,85,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:44
I_2379_2440_frgp13,impostor,13,right,2379,2440,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:24:44
I_2379_2447_frgp13,impostor,13,right,2379,2447,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:24:45
I_2379_2455_frgp13,impostor,13,right,2379,2455,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:45
I_2379_2462_frgp13,impostor,13,right,2379,2462,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:24:45
I_2379_2463_frgp13,impostor,13,right,2379,2463,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:46
I_2379_2481_frgp13,impostor,13,right,2379,2481,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:24:46
I_2380_2381_frgp13,impostor,13,right,2380,2381,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:47
I_2380_2383_frgp13,impostor,13,right,2380,2383,B,85,85,1000,500,0.374,qwen3vl,similarity_score,2026-07-06T23:24:47
I_2380_2384_frgp13,impostor,13,right,2380,2384,B,85,85,1000,500,0.387,qwen3vl,similarity_score,2026-07-06T23:24:47
I_2380_2386_frgp13,impostor,13,right,2380,2386,B,0,0,1000,500,0.389,qwen3vl,similarity_score,2026-07-06T23:24:48
I_2380_2388_frgp13,impostor,13,right,2380,2388,B,65,65,1000,500,0.411,qwen3vl,similarity_score,2026-07-06T23:24:48
I_2380_2391_frgp13,impostor,13,right,2380,2391,B,65,65,1000,500,0.413,qwen3vl,similarity_score,2026-07-06T23:24:49
I_2380_2392_frgp13,impostor,13,right,2380,2392,B,85,85,1000,500,0.414,qwen3vl,similarity_score,2026-07-06T23:24:49
I_2380_2394_frgp13,impostor,13,right,2380,2394,B,65,65,1000,500,0.397,qwen3vl,similarity_score,2026-07-06T23:24:49
I_2380_2395_frgp13,impostor,13,right,2380,2395,B,85,85,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:24:50
I_2380_2396_frgp13,impostor,13,right,2380,2396,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:50
I_2380_2398_frgp13,impostor,13,right,2380,2398,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:24:50
I_2380_2399_frgp13,impostor,13,right,2380,2399,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:24:51
I_2380_2401_frgp13,impostor,13,right,2380,2401,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:51
I_2380_2402_frgp13,impostor,13,right,2380,2402,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:24:52
I_2380_2403_frgp13,impostor,13,right,2380,2403,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:52
I_2380_2405_frgp13,impostor,13,right,2380,2405,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:24:52
I_2380_2406_frgp13,impostor,13,right,2380,2406,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:24:53
I_2380_2407_frgp13,impostor,13,right,2380,2407,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:53
I_2380_2408_frgp13,impostor,13,right,2380,2408,B,85,85,1000,500,0.374,qwen3vl,similarity_score,2026-07-06T23:24:54
I_2380_2409_frgp13,impostor,13,right,2380,2409,B,85,85,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:24:54
I_2380_2412_frgp13,impostor,13,right,2380,2412,B,85,85,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:24:54
I_2380_2413_frgp13,impostor,13,right,2380,2413,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:24:55
I_2380_2415_frgp13,impostor,13,right,2380,2415,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:55
I_2380_2418_frgp13,impostor,13,right,2380,2418,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:24:55
I_2380_2423_frgp13,impostor,13,right,2380,2423,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:24:56
I_2380_2424_frgp13,impostor,13,right,2380,2424,B,65,65,1000,500,0.375,qwen3vl,similarity_score,2026-07-06T23:24:56
I_2380_2425_frgp13,impostor,13,right,2380,2425,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:57
I_2380_2426_frgp13,impostor,13,right,2380,2426,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:24:57
I_2380_2428_frgp13,impostor,13,right,2380,2428,B,85,85,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:24:57
I_2380_2440_frgp13,impostor,13,right,2380,2440,B,65,65,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:24:58
I_2380_2447_frgp13,impostor,13,right,2380,2447,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:24:58
I_2380_2455_frgp13,impostor,13,right,2380,2455,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:24:58
I_2380_2462_frgp13,impostor,13,right,2380,2462,B,65,65,1000,500,0.374,qwen3vl,similarity_score,2026-07-06T23:24:59
I_2380_2463_frgp13,impostor,13,right,2380,2463,B,65,65,1000,500,0.375,qwen3vl,similarity_score,2026-07-06T23:24:59
I_2380_2481_frgp13,impostor,13,right,2380,2481,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:00
I_2381_2383_frgp13,impostor,13,right,2381,2383,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:25:00
I_2381_2384_frgp13,impostor,13,right,2381,2384,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:25:00
I_2381_2386_frgp13,impostor,13,right,2381,2386,B,65,65,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:25:01
I_2381_2388_frgp13,impostor,13,right,2381,2388,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:25:01
I_2381_2391_frgp13,impostor,13,right,2381,2391,B,85,85,1000,500,0.382,qwen3vl,similarity_score,2026-07-06T23:25:01
I_2381_2392_frgp13,impostor,13,right,2381,2392,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:02
I_2381_2394_frgp13,impostor,13,right,2381,2394,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:25:02
I_2381_2395_frgp13,impostor,13,right,2381,2395,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:25:03
I_2381_2396_frgp13,impostor,13,right,2381,2396,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:03
I_2381_2398_frgp13,impostor,13,right,2381,2398,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:25:03
I_2381_2399_frgp13,impostor,13,right,2381,2399,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:04
I_2381_2401_frgp13,impostor,13,right,2381,2401,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:04
I_2381_2402_frgp13,impostor,13,right,2381,2402,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:25:04
I_2381_2403_frgp13,impostor,13,right,2381,2403,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:25:05
I_2381_2405_frgp13,impostor,13,right,2381,2405,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:05
I_2381_2406_frgp13,impostor,13,right,2381,2406,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:25:06
I_2381_2407_frgp13,impostor,13,right,2381,2407,B,65,65,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:25:06
I_2381_2408_frgp13,impostor,13,right,2381,2408,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:25:06
I_2381_2409_frgp13,impostor,13,right,2381,2409,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:25:07
I_2381_2412_frgp13,impostor,13,right,2381,2412,B,65,65,1000,500,0.376,qwen3vl,similarity_score,2026-07-06T23:25:07
I_2381_2413_frgp13,impostor,13,right,2381,2413,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:08
I_2381_2415_frgp13,impostor,13,right,2381,2415,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:25:08
I_2381_2418_frgp13,impostor,13,right,2381,2418,B,85,85,1000,500,0.381,qwen3vl,similarity_score,2026-07-06T23:25:08
I_2381_2423_frgp13,impostor,13,right,2381,2423,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:09
I_2381_2424_frgp13,impostor,13,right,2381,2424,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:09
I_2381_2425_frgp13,impostor,13,right,2381,2425,B,85,85,1000,500,0.383,qwen3vl,similarity_score,2026-07-06T23:25:09
I_2381_2426_frgp13,impostor,13,right,2381,2426,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:25:10
I_2381_2428_frgp13,impostor,13,right,2381,2428,B,65,65,1000,500,0.38,qwen3vl,similarity_score,2026-07-06T23:25:10
I_2381_2440_frgp13,impostor,13,right,2381,2440,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:11
I_2381_2447_frgp13,impostor,13,right,2381,2447,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:25:11
I_2381_2455_frgp13,impostor,13,right,2381,2455,B,65,65,1000,500,0.375,qwen3vl,similarity_score,2026-07-06T23:25:11
I_2381_2462_frgp13,impostor,13,right,2381,2462,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:12
I_2381_2463_frgp13,impostor,13,right,2381,2463,B,65,65,1000,500,0.379,qwen3vl,similarity_score,2026-07-06T23:25:12
I_2381_2481_frgp13,impostor,13,right,2381,2481,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:25:12
I_2383_2384_frgp13,impostor,13,right,2383,2384,B,65,65,1000,500,0.375,qwen3vl,similarity_score,2026-07-06T23:25:13
I_2383_2386_frgp13,impostor,13,right,2383,2386,B,0,0,1000,500,0.36,qwen3vl,similarity_score,2026-07-06T23:25:13
I_2383_2388_frgp13,impostor,13,right,2383,2388,B,65,65,1000,500,0.375,qwen3vl,similarity_score,2026-07-06T23:25:14
I_2383_2391_frgp13,impostor,13,right,2383,2391,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:14
I_2383_2392_frgp13,impostor,13,right,2383,2392,B,95,95,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:14
I_2383_2394_frgp13,impostor,13,right,2383,2394,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:15
I_2383_2395_frgp13,impostor,13,right,2383,2395,B,85,85,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:15
I_2383_2396_frgp13,impostor,13,right,2383,2396,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:25:15
I_2383_2398_frgp13,impostor,13,right,2383,2398,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:16
I_2383_2399_frgp13,impostor,13,right,2383,2399,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:16
I_2383_2401_frgp13,impostor,13,right,2383,2401,B,65,65,1000,500,0.378,qwen3vl,similarity_score,2026-07-06T23:25:17
I_2383_2402_frgp13,impostor,13,right,2383,2402,B,65,65,1000,500,0.377,qwen3vl,similarity_score,2026-07-06T23:25:17
